trade_id,counterparty_id,isin,trade_date,settlement_date,asset_class,notional_eur,price,quantity,bid,ask,mid_price,volume_j,volatility_30d,credit_rating,default_flag,sector,country_risk,is_anomaly_multivariate,volatility_30d_was_missing,country_risk_was_missing,credit_rating_was_missing,asset_class_was_missing,counterparty_name_hash,trader_id_hash
TRD000116,CP040,FR0000000112,2024-04-01,2024-04-03,derivative,1418370.06,32.1728,44086.0,32.1537,32.2843,32.219,271226,56.0,D,0,technology,10.7,0,0,0,0,0,9f35de8e44ea372b,2f234f032c18ad31
TRD008388,CP030,FR0000000027,2024-03-20,2024-03-22,bond,4161074.77,102.4971,40597.0,102.4278,102.7661,102.5969,4938255,50.1,A,0,technology,55.6,0,0,0,0,0,db06d340b4e8e68f,c29a13dd73dd8feb
TRD003163,CP016,FR0000000010,2024-07-01,2024-07-03,equity,8806576.471249998,588.0243,46634.0,587.76,588.7412,588.2506,4624884,48.9,BB,0,healthcare,40.0,0,0,0,0,0,271d62662f4dc519,9dd731a3ff75f242
TRD003627,CP035,FR0000000006,2024-04-01,2024-04-03,fx,46321.16,1.2645,36632.0,1.25975,1.266,1.2629,183334,56.02,UNRATED,1,industrials,37.5,0,0,0,1,0,5e78fdb00b11408b,a2c8893aa5898d51
TRD003126,CP022,FR0000000139,2024-06-24,2024-06-26,equity,104100.58,525.7605,198.0,525.65,526.6699,526.1599,4090905,49.96,BB,0,energy,19.9,0,0,0,0,0,5c6826966ba47749,ff4976dc058dd35e
TRD007434,CP014,FR0000000139,2024-03-25,2024-03-27,derivative,2051045.7,48.73,42090.0,48.6326,48.8569,48.7447,4365351,80.71,B,1,healthcare,43.1,0,0,0,0,0,3961d3483dc07abf,c3ceb27c17de4a6b
TRD003052,CP011,FR0000000090,2024-01-17,2024-01-19,fx,19484.48,1.4682,13271.0,1.467864,1.469,1.468432,4155673,77.03,CCC,1,financials,37.8,0,0,0,0,0,cea9e6f2335c6997,5f00f85bea91d353
TRD007034,CP018,FR0000000008,2024-02-05,2024-02-07,bond,3816540.9,114.2848,33395.0,113.7939,114.3517,114.0728,4952456,45.51,A,0,healthcare,12.5,0,1,0,0,0,035771171635c173,2f234f032c18ad31
TRD005627,CP040,FR0000000126,2024-03-22,2024-03-25,derivative,424495.5,21.7389,19527.0,21.715,21.7577,21.7364,933780,38.87,D,1,technology,15.3,0,0,0,0,0,9f35de8e44ea372b,c3ceb27c17de4a6b
TRD006511,CP013,FR0000000131,2024-04-23,2024-04-25,fx,38422.9,1.0363,37077.0,1.03543,1.0374,1.0364,2481119,10.79,UNRATED,0,healthcare,11.1,0,0,0,1,0,f546dc9858b23194,761210ee2e9f1afa
TRD005282,CP040,FR0000000060,2024-02-16,2024-02-19,fx,20202.3,1.1124,18161.0,1.109893,1.1131,1.1115,2393313,80.15,D,0,technology,10.5,0,0,0,0,0,9f35de8e44ea372b,e655d471e4387d17
TRD006892,CP006,FR0000000131,2024-06-24,2024-06-26,fx,652.46,1.4499,450.0,1.44863,1.4521,1.4504,1766382,28.83,BBB,0,energy,22.0,0,0,0,0,0,67f724dfa4e67952,3ef31f0a77b333bb
TRD000927,CP011,FR0000000089,2024-05-03,2024-05-06,equity,8806576.471249998,385.49,31053.0,384.58,385.9608,385.2704,813837,58.47,CCC,0,financials,42.0,0,0,0,0,0,cea9e6f2335c6997,c3ceb27c17de4a6b
TRD004271,CP011,FR0000000048,2024-06-27,2024-07-01,fx,25817.56,1.017,25386.0,1.01577,1.0197,1.0177,3040759,81.54,CCC,1,financials,37.4,0,0,0,0,0,cea9e6f2335c6997,3ef31f0a77b333bb
TRD002915,CP016,FR0000000088,2024-01-16,2024-01-18,fx,47934.01,1.3225,36245.0,1.319452,1.3253,1.3224,136486,55.61,BB,0,healthcare,43.5,0,0,0,0,0,271d62662f4dc519,ff4976dc058dd35e
TRD003786,CP024,FR0000000142,2024-01-15,2024-01-17,fx,16249.0,1.1991,13551.0,1.19681,1.2011,1.199,661308,60.35,UNRATED,0,consumer discretionary,18.1,0,0,0,1,0,8656d2d7fd50be6f,fb06d9cf4462b452
TRD000928,CP021,FR0000000035,2024-02-05,2024-02-07,fx,64556.09,1.3459,47965.0,1.341282,1.3474,1.3443,4929322,74.81,BB,0,financials,56.2,0,0,0,0,0,6889444dd18e9fc5,e45f0c8575eb36a6
TRD006181,CP037,FR0000000022,2024-02-01,2024-02-05,fx,56608.71,1.501,37714.0,1.49966,1.5049,1.5023,2573267,30.57,BBB,0,real estate,39.6,0,0,0,0,0,ec7e07d6d73aa55a,e655d471e4387d17
TRD006147,CP012,FR0000000063,2024-01-19,2024-01-22,fx,14082.17,0.9544,14755.0,0.954283,0.9549,0.9546,527383,79.73,BB,0,technology,70.8,0,0,0,0,0,eba48b362aec6f28,c3ceb27c17de4a6b
TRD008370,CP037,FR0000000093,2024-03-11,2024-03-13,fx,51030.46,1.471,34691.0,1.4722,4.5593,3.01575,855825,10.63,BBB,0,real estate,40.2,0,0,0,0,0,ec7e07d6d73aa55a,a2c8893aa5898d51
TRD002297,CP034,FR0000000043,2024-01-29,2024-01-31,equity,8806576.471249998,279.6931,46606.0,279.4,280.0587,279.7293,4867966,48.38,UNRATED,1,consumer discretionary,18.9,0,0,0,1,0,8bc3ec8696c9a0f6,2f234f032c18ad31
TRD003233,CP047,FR0000000039,2024-03-21,2024-03-25,equity,7761540.29,493.5169,15727.0,493.22,493.8775,493.5488,559500,76.71,B,0,industrials,16.1,0,0,0,0,0,1ee12a48db3d84a3,ff4976dc058dd35e
TRD006307,CP021,FR0000000131,2024-01-08,2024-01-10,bond,1407356.78,89.5835,15710.0,89.4391,89.7419,89.5905,504407,45.51,BB,0,financials,54.5,0,1,0,0,0,6889444dd18e9fc5,a2c8893aa5898d51
TRD000598,CP027,FR0000000044,2024-03-20,2024-03-22,equity,1956584.12,497.4788,3933.0,497.36,498.3367,497.8483,2729735,45.51,BBB,0,healthcare,67.4,0,1,0,0,0,322956d7abd6a38b,e655d471e4387d17
TRD002812,CP031,FR0000000126,2024-04-02,2024-04-04,derivative,1029378.62,41.7547,24653.0,41.7062,41.8658,41.786,1261921,71.67,UNRATED,0,utilities,38.1,0,0,0,1,0,264095ed8f0a1cbb,0154091366bc155c
TRD004776,CP002,FR0000000020,2024-04-17,2024-04-19,fx,36444.76,1.4543,25060.0,1.452821,1.4546,1.4537,3961631,73.26,UNRATED,0,financials,42.4,0,0,0,1,0,f910def6426247ee,72906a7176a3a0dc
TRD007012,CP039,FR0000000044,2024-04-30,2024-05-02,bond,2080821.76,105.5344,19717.0,105.358,105.8537,105.6059,157435,45.51,BBB,0,utilities,76.0,0,1,0,0,0,b1cf1ea2de50638a,38daa8d89fe1d9f2
TRD007449,CP043,FR0000000120,2024-06-05,2024-06-07,bond,3780540.72,89.8012,42099.0,89.5378,89.9539,89.7459,2703795,81.48,A,0,healthcare,40.6,0,0,0,0,0,42194dc6bc24df88,45a247caf6b19204
TRD004081,CP033,FR0000000121,2024-04-15,2024-04-17,equity,8806576.471249998,524.1152,48458.0,523.82,524.5699,524.195,4071021,68.4,CCC,0,consumer discretionary,12.4,0,0,0,0,0,23ecc7320a0f39b4,3ef31f0a77b333bb
TRD002957,CP006,FR0000000030,2024-04-16,2024-04-18,bond,27019.8,85.5057,316.0,85.386,85.522,85.454,4897971,59.94,BBB,0,energy,22.1,0,0,0,0,0,67f724dfa4e67952,d067e379490cea7a
TRD006585,CP034,FR0000000074,2024-04-18,2024-04-22,equity,8806576.471249998,566.7449,43652.0,565.91,568.0671,566.9886,1399969,15.96,CCC,1,consumer discretionary,26.1,0,0,0,0,0,8bc3ec8696c9a0f6,0154091366bc155c
TRD006609,CP046,FR0000000052,2024-02-29,2024-03-04,fx,18207.38,0.8705,20916.0,0.86919,0.8733,0.8712,652462,45.51,BB,0,healthcare,13.2,0,1,0,0,0,292256403284bf51,761210ee2e9f1afa
TRD002571,CP046,FR0000000022,2024-03-18,2024-03-20,derivative,320244.37,39.6293,8081.0,39.6224,39.6892,39.6558,1204006,6.22,BB,0,healthcare,14.1,0,0,0,0,0,292256403284bf51,45a247caf6b19204
TRD000755,CP002,FR0000000062,2024-03-27,2024-03-29,derivative,7009.74,8.5589,819.0,8.5566,8.565,8.5608,281512,65.52,A,0,financials,36.8,0,0,0,0,0,f910def6426247ee,72906a7176a3a0dc
TRD007235,CP019,FR0000000117,2024-03-14,2024-03-18,derivative,1869768.29,40.9525,45657.0,40.9346,40.9681,40.9514,4412231,76.84,A,0,real estate,67.5,0,0,0,0,0,1d9707cea493c8cc,fb06d9cf4462b452
TRD000395,CP025,FR0000000008,2024-03-07,2024-03-11,fx,106195.04,11.6762,9095.0,11.6663,11.6901,11.6782,1917804,12.02,BBB,0,industrials,54.0,0,0,0,0,1,a9b9873f97332de9,26514d4366d12e70
TRD003953,CP029,FR0000000077,2024-01-15,2024-01-17,equity,1618801.25,486.1265,3330.0,485.37,486.3674,485.8687,1362201,45.51,BBB,0,technology,34.2,0,1,0,0,0,68735d74b63994eb,72906a7176a3a0dc
TRD008063,CP001,FR0000000011,2024-01-29,2024-01-31,derivative,415464.58,23.5631,17632.0,23.547,23.5756,23.5613,3942505,64.7,B,0,technology,11.1,0,0,0,0,0,c9b4df8ef96578fc,c3ceb27c17de4a6b
TRD005104,CP042,FR0000000051,2024-05-13,2024-05-15,bond,298987.1,88.6413,3373.0,88.5364,88.9716,88.754,3056963,45.27,A,0,consumer discretionary,57.1,0,0,0,0,0,e5d543dd4c5391cc,c3ceb27c17de4a6b
TRD002286,CP025,FR0000000135,2024-04-22,2024-04-24,fx,36023.31,1.1151,32305.0,1.114608,1.1155,1.1151,3626390,76.46,BBB,0,industrials,51.0,0,0,0,0,0,a9b9873f97332de9,f0b16c34cbd1fe44
TRD001050,CP024,FR0000000113,2024-06-07,2024-06-10,bond,3261041.13,98.506,33105.0,98.2607,98.6499,98.4553,4781451,45.51,BB,0,consumer discretionary,15.4,0,1,0,0,0,8656d2d7fd50be6f,e45f0c8575eb36a6
TRD005141,CP040,FR0000000046,2024-02-12,2024-02-14,bond,1681723.33,106.8575,15738.0,106.8081,107.0562,106.9322,3758276,45.51,D,1,technology,9.0,0,1,0,0,0,9f35de8e44ea372b,a2c8893aa5898d51
TRD000271,CP013,FR0000000096,2024-05-17,2024-05-20,equity,913070.96,716.6962,1274.0,715.23,718.0236,716.6268,2898615,59.14,AA,0,healthcare,16.5,0,0,0,0,0,f546dc9858b23194,0154091366bc155c
TRD001099,CP045,FR0000000058,2024-06-14,2024-06-17,fx,8384.66,0.83,10102.0,0.829676,0.8309,0.8303,3260797,45.51,AA,0,financials,19.2,0,1,0,0,0,6ba3aef6f74d8723,761210ee2e9f1afa
TRD004994,CP042,FR0000000021,2024-03-18,2024-03-20,equity,7617696.16,209.9175,36289.0,209.8,210.1508,209.9754,4616724,70.89,A,0,consumer discretionary,51.2,0,0,0,0,0,e5d543dd4c5391cc,45a247caf6b19204
TRD008227,CP017,FR0000000149,2024-04-17,2024-04-19,bond,3453654.23,99.9408,34557.0,99.9173,100.0318,99.9745,4204437,59.56,UNRATED,0,utilities,24.8,0,0,0,1,0,e7943185bb91358a,c29a13dd73dd8feb
TRD001172,CP041,FR0000000084,2024-03-26,2024-03-28,bond,4720495.64,105.2883,44834.0,105.0326,105.4799,105.2562,196438,27.32,B,0,industrials,13.0,0,0,0,0,0,cdfd0c25ff6b3986,26514d4366d12e70
TRD006531,CP035,FR0000000103,2024-04-08,2024-04-10,equity,8806576.471249998,797.8153,27432.0,797.0,798.0475,797.5238,4364979,68.74,CCC,1,industrials,38.0,1,0,0,0,0,5e78fdb00b11408b,3d6db0a7e29a5b4d
TRD008526,CP009,FR0000000042,2024-06-26,2024-06-28,equity,8806576.471249998,413.2978,40269.0,412.57,413.4085,412.9892,1472737,12.01,A,0,utilities,50.7,0,0,0,0,0,cba9cf11fe42c792,38daa8d89fe1d9f2
TRD006518,CP017,FR0000000034,2024-02-09,2024-02-12,bond,858877.41,91.0117,9437.0,90.8976,91.0629,90.9802,1472345,54.76,A,0,utilities,18.4,0,0,0,0,0,e7943185bb91358a,2f234f032c18ad31
TRD000162,CP035,FR0000000049,2024-01-25,2024-01-29,equity,1101388.25,226.2042,4869.0,225.74,226.5372,226.1386,4031450,45.51,CCC,0,industrials,44.9,0,1,0,0,0,5e78fdb00b11408b,fb06d9cf4462b452
TRD007363,CP025,FR0000000094,2024-03-04,2024-03-06,bond,1960098.38,87.708,22348.0,87.6501,87.7875,87.7188,2298294,16.5,BBB,0,industrials,50.2,0,0,0,0,0,a9b9873f97332de9,c3ceb27c17de4a6b
TRD008428,CP029,FR0000000096,2024-02-26,2024-02-28,bond,2740124.64,92.0648,29763.0,91.9177,92.1394,92.0285,3107892,79.44,BBB,0,technology,34.6,0,0,0,0,0,68735d74b63994eb,e45f0c8575eb36a6
TRD004118,CP015,FR0000000119,2024-03-11,2024-03-13,bond,1402725.08,111.3539,12597.0,111.2902,111.7682,111.5292,4762325,31.05,UNRATED,0,financials,35.2,0,0,0,1,0,cea9e6f2335c6997,38daa8d89fe1d9f2
TRD006712,CP029,FR0000000147,2024-01-23,2024-01-25,bond,1409983.31,105.6959,13340.0,105.4003,105.7928,105.5966,4542786,63.18,BBB,0,technology,41.2,0,0,0,0,0,68735d74b63994eb,ff4976dc058dd35e
TRD008230,CP032,FR0000000140,2024-06-25,2024-06-27,equity,8806576.471249998,233.0639,40791.0,232.8,233.0933,232.9467,4306769,40.07,A,0,technology,21.8,0,0,0,0,0,b529f7600e41e497,3d6db0a7e29a5b4d
TRD007258,CP016,FR0000000149,2024-04-08,2024-04-10,derivative,380011.26,31.8641,11926.0,31.8459,31.9139,31.8799,1809208,45.3,BB,0,healthcare,42.6,0,0,0,0,0,271d62662f4dc519,0154091366bc155c
TRD007333,CP013,FR0000000090,2024-02-09,2024-02-12,fx,50690.01,1.0519,48189.0,1.050151,1.0549,1.0525,4166953,30.28,UNRATED,0,healthcare,18.0,0,0,0,1,0,f546dc9858b23194,761210ee2e9f1afa
TRD005514,CP030,FR0000000017,2024-01-05,2024-01-08,fx,21215.44,0.9039,23471.0,0.9016,0.9044,0.903,3067759,15.65,UNRATED,0,technology,57.0,0,0,0,1,0,db06d340b4e8e68f,d067e379490cea7a
TRD004555,CP025,FR0000000128,2024-04-01,2024-04-03,bond,4363708.72,103.0489,42346.0,103.1348,105.4347,104.28475,87262,37.92,BBB,0,industrials,55.9,0,0,0,0,0,a9b9873f97332de9,c3ceb27c17de4a6b
TRD001828,CP003,FR0000000063,2024-01-05,2024-01-08,fx,38998.02,0.9359,41669.0,0.933637,0.9362,0.9349,2210937,72.76,A,0,industrials,18.3,0,0,0,0,0,f82dee6071f4464b,26514d4366d12e70
TRD002946,CP021,FR0000000094,2024-06-27,2024-07-01,fx,46878.51,1.2746,36779.0,1.27414,1.2752,1.2747,3538062,83.86,BB,0,financials,59.1,0,0,0,0,0,6889444dd18e9fc5,38daa8d89fe1d9f2
TRD008582,CP031,FR0000000017,2024-01-15,2024-01-17,derivative,614738.15,24.0179,25595.0,24.0031,24.0287,24.0159,1701419,45.51,BBB,0,utilities,36.3,0,1,0,0,0,264095ed8f0a1cbb,c3ceb27c17de4a6b
TRD005057,CP033,FR0000000149,2024-01-11,2024-01-15,fx,4683.47,1.4645,3198.0,1.460165,1.4672,1.4637,303891,22.66,UNRATED,0,consumer discretionary,10.7,0,0,0,1,0,23ecc7320a0f39b4,5f00f85bea91d353
TRD000262,CP023,FR0000000118,2024-04-08,2024-04-10,fx,463434.11,11.3121,40968.0,11.3013,11.3223,11.3118,3149266,36.77,D,1,utilities,34.7,0,0,0,0,1,9fd40a8a7e0d00a0,9dd731a3ff75f242
TRD003194,CP046,FR0000000137,2024-05-14,2024-05-16,bond,676357.2,86.9242,7781.0,86.8933,87.0025,86.9479,1748229,76.18,BB,0,healthcare,19.6,0,0,0,0,0,292256403284bf51,1230320bbe62ab58
TRD007605,CP009,FR0000000035,2024-01-26,2024-01-29,equity,4894581.19,690.2526,7091.0,689.29,690.7811,690.0356,2261147,58.72,A,0,utilities,56.8,0,0,0,0,0,cba9cf11fe42c792,d067e379490cea7a
TRD004975,CP028,FR0000000047,2024-06-24,2024-06-26,derivative,633885.81,19.0419,33289.0,19.0292,19.0614,19.0453,541814,50.31,B,0,consumer discretionary,11.9,0,0,0,0,0,17042f1e29650ca8,45a247caf6b19204
TRD007010,CP020,FR0000000117,2024-01-26,2024-01-29,equity,3076101.9,137.179,22424.0,137.07,137.3664,137.2182,3030182,45.51,AAA,0,industrials,34.1,0,1,0,0,0,6ce52862481d40aa,9dd731a3ff75f242
TRD001868,CP003,FR0000000082,2024-06-11,2024-06-13,fx,7940.27,1.2735,6235.0,1.273283,1.2741,1.2737,1877670,46.98,A,0,industrials,16.4,0,0,0,0,0,f82dee6071f4464b,28c28463a46f7436
TRD007959,CP019,FR0000000006,2024-03-26,2024-03-28,fx,13562.54,1.3294,10202.0,1.327034,1.3306,1.3288,4166751,28.49,UNRATED,0,real estate,72.0,0,0,0,1,0,1d9707cea493c8cc,3d6db0a7e29a5b4d
TRD000357,CP030,FR0000000139,2024-05-02,2024-05-06,derivative,981009.75,27.6793,35442.0,27.653,27.6836,27.6683,4741044,19.16,A,0,technology,56.2,0,0,0,0,0,db06d340b4e8e68f,26514d4366d12e70
TRD008331,CP024,FR0000000069,2024-03-05,2024-03-07,derivative,563578.11,48.3675,11652.0,48.4434,51.3674,49.9054,1787576,77.76,BB,0,consumer discretionary,20.5,0,0,0,0,0,8656d2d7fd50be6f,5f00f85bea91d353
TRD003313,CP032,FR0000000005,2024-04-15,2024-04-17,equity,4641371.63,564.8499,8217.0,564.48,566.9164,565.6982,1492930,23.19,A,0,technology,24.5,0,0,0,0,0,b529f7600e41e497,26514d4366d12e70
TRD004111,CP033,FR0000000092,2024-01-22,2024-01-24,equity,3349520.32,267.1708,12537.0,266.53,267.7,267.115,3435857,64.52,CCC,1,consumer discretionary,12.8,0,0,0,0,0,23ecc7320a0f39b4,f0b16c34cbd1fe44
TRD003071,CP021,FR0000000132,2024-01-08,2024-01-10,equity,779733.62,274.6508,2839.0,273.81,274.7532,274.2816,221075,48.72,BB,0,financials,52.9,0,0,0,0,0,6889444dd18e9fc5,d067e379490cea7a
TRD008194,CP040,FR0000000013,2024-03-20,2024-03-22,equity,8806576.471249998,730.1973,36127.0,729.6,730.2666,729.9333,3522183,40.92,UNRATED,0,technology,8.0,0,0,0,1,0,9f35de8e44ea372b,38daa8d89fe1d9f2
TRD003198,CP035,FR0000000063,2024-03-28,2024-04-01,fx,51701.25,1.053,49099.0,1.052609,1.0532,1.0529,1589449,42.18,CCC,1,industrials,37.6,0,0,0,0,0,5e78fdb00b11408b,3d6db0a7e29a5b4d
TRD006387,CP030,FR0000000072,2024-06-27,2024-07-01,equity,8806576.471249998,544.2877,28185.0,542.97,544.7443,543.8572,4038242,6.65,UNRATED,0,technology,56.8,0,0,0,1,0,db06d340b4e8e68f,45a247caf6b19204
TRD008007,CP029,FR0000000138,2024-05-20,2024-05-22,fx,485.16,1.359,357.0,1.357221,1.3606,1.3589,4439828,53.82,BBB,0,technology,39.6,0,0,0,0,0,68735d74b63994eb,3927c8f9af6ca5e0
TRD002196,CP044,FR0000000026,2024-03-22,2024-03-25,fx,34458.05,1.4339,24031.0,1.432706,1.4344,1.4336,4920499,51.26,BBB,0,technology,45.1,0,0,0,0,0,58cca389665c8934,26514d4366d12e70
TRD004751,CP022,FR0000000008,2024-02-12,2024-02-14,bond,3787382.09,92.3549,41009.0,92.1326,92.4995,92.316,3766440,37.87,BB,0,energy,19.2,0,0,0,0,0,5c6826966ba47749,3927c8f9af6ca5e0
TRD000260,CP025,FR0000000013,2024-01-09,2024-01-11,bond,1617393.95,110.7349,14606.0,110.6146,111.0581,110.8363,3445195,56.79,BBB,0,industrials,57.0,0,0,0,0,0,a9b9873f97332de9,28c28463a46f7436
TRD004935,CP046,FR0000000147,2024-05-09,2024-05-13,derivative,1725856.2,41.2322,41857.0,41.2105,41.28,41.2452,3608083,27.47,BB,0,healthcare,18.5,0,0,0,0,0,292256403284bf51,0154091366bc155c
TRD003925,CP046,FR0000000093,2024-01-09,2024-01-11,fx,46717.74,1.0578,44165.0,1.0599,1.6011,1.3305,148232,84.37,BB,0,healthcare,13.8,0,0,0,0,0,292256403284bf51,3ef31f0a77b333bb
TRD003437,CP002,FR0000000017,2024-04-08,2024-04-10,equity,8806576.471249998,306.3244,29541.0,305.52,306.8415,306.1807,2532796,64.78,UNRATED,0,financials,43.6,0,0,0,1,0,f910def6426247ee,3d6db0a7e29a5b4d
TRD008055,CP038,FR0000000136,2024-01-09,2024-01-11,bond,5687909.88,115.1492,49396.0,114.9537,115.3955,115.1746,2398347,30.07,AA,0,technology,42.1,0,0,0,0,0,312b3c69d2e4a253,2f234f032c18ad31
TRD003770,CP022,FR0000000013,2024-06-11,2024-06-13,fx,4915.99,1.2241,4016.0,1.221436,1.2247,1.2231,1005448,51.07,BB,0,energy,20.9,0,0,0,0,0,5c6826966ba47749,3d6db0a7e29a5b4d
TRD004358,CP006,FR0000000025,2024-06-10,2024-06-12,fx,14106.62,0.9019,15641.0,0.898451,0.9027,0.9006,1040708,23.27,BBB,0,energy,27.6,0,0,0,0,0,67f724dfa4e67952,72906a7176a3a0dc
TRD007311,CP032,FR0000000082,2024-05-20,2024-05-22,bond,1063903.34,105.5041,10084.0,105.3224,105.7734,105.5479,3748763,20.64,A,0,technology,21.0,0,0,0,0,0,b529f7600e41e497,ff4976dc058dd35e
TRD008621,CP037,FR0000000037,2024-02-14,2024-02-16,fx,63060.92,1.2906,48839.0,1.28882,1.2923,1.2906,2606969,25.9,BBB,0,real estate,42.4,0,0,0,0,0,ec7e07d6d73aa55a,28c28463a46f7436
TRD007626,CP011,FR0000000079,2024-01-31,2024-02-02,bond,3951044.24,100.7123,39231.0,100.6089,100.7552,100.6821,3468218,45.51,CCC,1,financials,37.6,0,1,0,0,0,cea9e6f2335c6997,e45f0c8575eb36a6
TRD008519,CP012,FR0000000057,2024-04-24,2024-04-26,fx,44524.03,1.2928,34440.0,1.288199,1.2935,1.2908,252827,37.68,UNRATED,0,technology,69.9,0,0,0,1,0,eba48b362aec6f28,26514d4366d12e70
TRD003358,CP041,FR0000000026,2024-05-20,2024-05-22,bond,1946308.24,104.1252,18692.0,103.9522,104.2098,104.081,4019925,70.48,B,1,industrials,16.8,0,0,0,0,0,cdfd0c25ff6b3986,3927c8f9af6ca5e0
TRD006556,CP010,FR0000000142,2024-03-05,2024-03-07,bond,1772168.49,111.5343,15889.0,111.4736,111.6045,111.5391,4710034,45.51,BBB,0,financials,59.6,0,1,0,0,0,ec6126b1d9bc1765,3927c8f9af6ca5e0
TRD004379,CP033,FR0000000126,2024-03-18,2024-03-20,bond,4326895.56,99.3501,43552.0,99.137,99.4975,99.3173,4840228,45.51,CCC,1,consumer discretionary,14.6,0,1,0,0,0,23ecc7320a0f39b4,26514d4366d12e70
TRD003663,CP046,FR0000000035,2024-05-08,2024-05-10,bond,1442989.95,91.0806,15843.0,91.0587,91.2228,91.1407,321875,6.45,BB,0,healthcare,14.2,0,0,0,0,0,292256403284bf51,26514d4366d12e70
TRD000401,CP003,FR0000000105,2024-02-28,2024-03-01,equity,8806576.471249998,742.4546,44096.0,741.47,745.0112,743.2406,3694991,84.06,A,0,industrials,17.8,0,0,0,0,0,f82dee6071f4464b,ff4976dc058dd35e
TRD002869,CP038,FR0000000142,2024-01-03,2024-01-05,bond,708999.2,87.4444,8108.0,87.3865,87.6209,87.5037,303301,48.94,D,1,technology,42.9,0,0,0,0,0,312b3c69d2e4a253,3d6db0a7e29a5b4d
TRD003617,CP041,FR0000000040,2024-06-17,2024-06-19,equity,3439026.14,728.4529,4721.0,728.06,731.6956,729.8778,3567623,9.91,B,1,industrials,15.7,1,0,0,0,0,cdfd0c25ff6b3986,45a247caf6b19204
TRD000948,CP035,FR0000000101,2024-05-20,2024-05-22,bond,3278063.27,110.914,29555.0,110.7717,111.0737,110.9227,37995,17.56,CCC,1,industrials,46.0,0,0,0,0,0,5e78fdb00b11408b,9dd731a3ff75f242
TRD000686,CP019,FR0000000038,2024-06-03,2024-06-05,equity,3980318.98,485.9381,8191.0,485.12,486.0369,485.5784,1819465,26.88,A,0,real estate,74.9,0,0,0,0,0,1d9707cea493c8cc,2c583c5e437aeb30
TRD005960,CP010,FR0000000103,2024-05-06,2024-05-08,bond,2296049.5,93.8082,24476.0,93.7508,93.9127,93.8317,4684187,72.14,BBB,0,financials,51.8,0,0,0,0,0,ec6126b1d9bc1765,2f234f032c18ad31
TRD005142,CP002,FR0000000083,2024-02-15,2024-02-19,fx,42761.05,1.0172,42038.0,1.017067,1.0182,1.0176,4462322,47.78,A,0,financials,33.7,0,0,0,0,0,f910def6426247ee,ff4976dc058dd35e
TRD007632,CP040,FR0000000052,2024-06-17,2024-06-19,equity,4627769.2,245.5962,18843.0,245.0,245.8612,245.4306,1209358,49.74,D,1,technology,15.0,0,0,0,0,0,9f35de8e44ea372b,2c583c5e437aeb30
TRD002898,CP027,FR0000000047,2024-05-23,2024-05-27,bond,1596186.62,90.9249,17555.0,90.8487,91.0819,90.9653,2580963,34.1,BBB,0,healthcare,74.4,0,0,0,0,0,322956d7abd6a38b,fb06d9cf4462b452
TRD005600,CP018,FR0000000134,2024-04-08,2024-04-10,equity,699451.88,113.1433,6182.0,113.1,113.3244,113.2122,3156975,45.51,A,0,healthcare,15.1,0,1,0,0,0,035771171635c173,0154091366bc155c
TRD003187,CP023,FR0000000016,2024-04-08,2024-04-10,derivative,866563.54,20.2015,42896.0,20.1603,20.2566,20.2084,1115849,18.97,UNRATED,0,utilities,35.1,0,0,0,1,0,9fd40a8a7e0d00a0,2f234f032c18ad31
TRD003875,CP007,FR0000000097,2024-06-07,2024-06-10,fx,58034.84,1.1888,48818.0,1.186368,1.1917,1.189,4132155,60.16,UNRATED,0,technology,55.8,0,0,0,1,0,50e3f0170f50790b,e655d471e4387d17
TRD006196,CP041,FR0000000101,2024-02-21,2024-02-23,derivative,155305.04,14.3046,10857.0,14.3013,14.3227,14.312,2593497,22.69,B,1,industrials,17.0,0,0,0,0,0,cdfd0c25ff6b3986,3927c8f9af6ca5e0
TRD008146,CP047,FR0000000060,2024-01-02,2024-01-04,derivative,126510.83,21.8235,5797.0,21.7693,21.8477,21.8085,4497795,31.49,UNRATED,0,industrials,16.3,0,0,0,1,0,1ee12a48db3d84a3,72906a7176a3a0dc
TRD000597,CP002,FR0000000136,2024-04-17,2024-04-19,derivative,691653.67,19.4252,35606.0,19.4095,19.4272,19.4184,761858,18.45,A,0,financials,35.1,0,0,0,0,0,f910def6426247ee,2f234f032c18ad31
WTD0002,CP003,FR0000000042,2024-03-15,2024-03-19,equity,312606.25,125.0425,2500.0,124.9175,125.1675,125.0425,50000,22.5,BBB,0,financials,18.5,0,0,0,0,0,4e058c67649ba026,e45f0c8575eb36a6
TRD006032,CP041,FR0000000111,2024-01-30,2024-02-01,fx,21319.71,1.1691,18236.0,1.16803,1.1719,1.17,2902470,29.35,UNRATED,0,industrials,11.0,0,0,0,1,0,cdfd0c25ff6b3986,761210ee2e9f1afa
TRD008432,CP031,FR0000000095,2024-01-29,2024-01-31,bond,1014469.57,106.6852,9509.0,106.5088,106.7289,106.6188,962809,19.38,BBB,0,utilities,41.4,0,0,0,0,0,264095ed8f0a1cbb,3927c8f9af6ca5e0
TRD000563,CP033,FR0000000005,2024-01-22,2024-01-24,equity,8806576.471249998,597.4327,25852.0,596.31,597.8502,597.0801,3826801,8.62,CCC,0,consumer discretionary,11.3,0,0,0,0,0,23ecc7320a0f39b4,3927c8f9af6ca5e0
